,name,artist,id,genre,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
510,Bada Bing,DANGERDOOM,6ODS67X5qVcK29FnNoFdDh,alternative hip hop,2005,0,0.555,0.677,0,-8.646,1,0.895,0.3,0.0,0.859,0.377,173.087,267907,4
511,Cece's Interlude,Drake,2G7QCDuRM7rTj0pX21e0xk,canadian hip hop,2010-01-01,41,0.473,0.603,9,-6.875,0,0.0319,0.0549,6.25e-06,0.115,0.234,94.984,154120,4
512,Souls,Borgeous,69F81t9wDuyf06CAfS6vyK,edm,2015-11-06,0,0.562,0.823,11,-5.471,1,0.0644,0.00212,0.0,0.136,0.365,128.144,199392,4
513,Strong to Save,Vertical Worship,7nDhh6UcajVDBMNJTkuahg,anthem worship,2013-10-25,23,0.36,0.883,11,-6.165,1,0.0493,0.000147,0.0,0.663,0.395,160.04,248813,4
514,Drag Me To The Grave,Black Veil Brides,1FD9KuknHjFvK4JuBVTGnv,alternative metal,2014-10-27,41,0.496,0.97,6,-2.6,1,0.106,0.000714,0.000205,0.308,0.342,137.993,225093,4
515,Back & Forth,Electric Guest,5peFhJm89mogljTbx7XlzM,alternative dance,2017-02-10,9,0.793,0.384,8,-7.994,1,0.0536,0.297,0.00191,0.0486,0.625,118.872,263587,4
516,Sloppy Seconds,Watsky,0Vwfd6fxFrL3kCnZSJ9vid,abstract hip hop,2013-01-01,0,0.74,0.716,6,-5.796,0,0.0609,0.207,3.51e-06,0.0926,0.804,117.977,245933,4
517,Medley: We Three Kings Of Orient Are/O Little Town Of Bethlehem,Ella Fitzgerald,3cpgv1mms03fvxa5jz1rGB,adult standards,1960,0,0.261,0.216,0,-11.635,0,0.0339,0.983,3.79e-05,0.114,0.157,97.932,215333,4
518,"Nigga On The Dos Equis, The Most Interesting Man In The World",Bas,7pbArv6XTM2DORbHCcV7TA,hip hop,2014-04-29,24,0.636,0.485,4,-7.927,0,0.0842,0.282,0.0,0.466,0.342,76.574,206907,4
519,Samskeyti - Live,Sigur Rós,0E97FZ9veVSFPSlvQP4Bgp,compositional ambient,2007-10-08,29,0.346,0.393,3,-10.8,1,0.0388,0.957,0.901,0.0858,0.0485,78.847,322853,4
520,Love Bites,Def Leppard,11R0Wyq7eaxXsWbxfO4Ge7,album rock,2013-10-18,0,0.346,0.828,10,-6.512,0,0.0388,0.00263,2.97e-05,0.893,0.252,131.297,368120,4
521,Change Gonna Come,Mike Yung,4BuuDalz9Ih4pm7Oo3T1c6,pop soul,2016-12-08,33,0.612,0.409,10,-5.193,1,0.0379,0.942,0.00381,0.105,0.222,86.653,156778,4
522,You Win My Love,Shania Twain,2lKA9bNdd4kAoeHiufa0aK,canadian country,1995-01-01,53,0.707,0.802,6,-8.943,1,0.0352,0.0165,0.0,0.0697,0.947,127.732,265600,4
523,Free As A Bird,Rend Collective,3UEo9Grd90FDcE3N5PUYFU,anthem worship,2015-08-21,23,0.499,0.859,0,-6.346,1,0.0451,0.00116,0.0,0.325,0.509,145.014,203080,4
524,Work The Middle,Alex Aiono,18DjMlzOhoG3hLgtn2kdhf,post-teen pop,2017-01-27,0,0.827,0.582,10,-7.226,0,0.194,0.366,3.11e-06,0.165,0.859,100.943,213112,4
525,A Violent Noise,The xx,661bbtA19xopO3lH0J4Qvr,downtempo,2017-01-13,0,0.549,0.423,0,-8.885,0,0.0373,0.745,0.172,0.127,0.144,119.345,227467,4
526,Hug Of Thunder,Broken Social Scene,5eyTSlaihupr5Evo1pigNw,alternative dance,2017-07-07,43,0.695,0.428,11,-8.456,1,0.0336,0.574,0.281,0.164,0.49,131.004,294920,4
527,On The Subway,AKMU,1roH6YzH9m3vMJMRXtJ8b9,k-pop,2014-04-15,0,0.78,0.3,5,-10.176,1,0.0529,0.693,0.0,0.0986,0.46,122.026,221870,4
528,First,Niki & Gabi,0wk0p5EwIJnbyQzIMHBS5K,social media pop,2017-01-02,34,0.715,0.507,9,-8.856,1,0.0941,0.162,0.0,0.0898,0.469,103.942,236000,4
529,Dab Daddy,Migos,18xvcev6OyezeMnx0LZvZT,atl hip hop,2015-07-31,29,0.906,0.565,11,-9.294,0,0.362,0.0299,0.0,0.107,0.105,120.061,201827,4
530,Thunder Road,Bruce Springsteen,56lhDZNQ5J47aog6mGKeGk,classic rock,1975-08-25,64,0.369,0.758,5,-5.871,1,0.0364,0.623,1.78e-05,0.531,0.663,140.71,288720,4
531,Kept Me Crying,HAIM,1qyfHX6bkM1IhCSTwBHE7q,art pop,2017-07-07,35,0.659,0.579,7,-7.885,1,0.0416,0.0728,9.14e-06,0.105,0.711,135.012,235813,3
532,Tren Al Sur,Los Prisioneros,6W1BLmVBxkqZwFQcORQLnv,chilean hardcore,1990-09-08,66,0.675,0.67,9,-7.218,0,0.0514,0.00565,0.00673,0.0805,0.726,90.23,336933,4
533,First Day of My Life (Acoustic),Jesse Daniel Smith,0QQNbHmFZv4xWZvS7jsLd4,indiecoustica,2015-09-20,0,0.49,0.223,7,-14.791,1,0.0375,0.858,1.72e-06,0.383,0.377,92.107,168307,4
534,Bounce,Masego,624TiVPFYskSkdSqBq5I6e,alternative r&b,2016-04-05,43,0.756,0.47,5,-9.067,1,0.129,0.0758,0.0,0.058,0.606,128.165,230280,4
535,Ms. Hill,Talib Kweli,26xtHEq40YTfjAij523Ml6,alternative hip hop,2005-11-22,0,0.587,0.665,8,-8.083,0,0.409,0.0532,0.0,0.557,0.242,90.758,224280,4
536,MGNO,Russell Dickerson,2Ktqf6qq4JdYaYDjWmS1T7,contemporary country,2017-10-13,0,0.594,0.819,1,-5.199,1,0.0329,0.00702,1.13e-05,0.0707,0.493,121.064,201013,4
537,Mistletoe,Colbie Caillat,4BveoHoGwzJHuWn7TRtRrx,dance pop,2012-01-01,34,0.573,0.452,11,-8.219,1,0.0279,0.0431,0.0,0.111,0.314,125.991,230440,4
538,I Remember - Radio Edit,deadmau5,2UXTJSJAYexe3PEPnLr0A5,canadian electronic,2008,0,0.64,0.664,2,-6.209,1,0.0312,0.0361,0.0678,0.799,0.552,127.975,200280,4
539,Hearts From Above,Micky & The Motorcars,3mkvOOLG9zBLLTMSRMrr91,red dirt,2014-07-29,0,0.647,0.919,4,-2.83,1,0.0295,0.0313,2.67e-06,0.341,0.706,122.987,209733,4
540,Man Of The Year,ScHoolboy Q,5SsR3wtCOafDmZgvIdRhSm,gangster rap,2014-01-01,72,0.749,0.865,3,-5.228,1,0.0413,0.00536,0.0,0.198,0.371,111.914,216013,4
541,Run Free - Soundtrack Version,Hans Zimmer,42OUCmD1mBbtK7l10y7KMp,german soundtrack,2002-01-01,0,0.224,0.572,7,-12.324,1,0.0575,0.029,0.897,0.11,0.182,133.677,381533,4
542,"A Bay Bay (The Ratchet Remix) (feat. The Game, Boosie Badazz, Birdman, E-40, Angie Loc & Jadakiss) - Extended Radio Mix",Hurricane Chris,5pfUXvrIVI9ezXyy7H7o7W,deep southern trap,2007-10-16,35,0.819,0.683,3,-4.384,0,0.385,0.0685,0.0,0.171,0.741,77.028,431107,4
543,Feel It - Radio Mix,TobyMac,5vc9HzpaGwXlJqOtXzZfZy,ccm,2015-07-24,23,0.72,0.881,9,-5.213,0,0.0467,0.08,0.0,0.111,0.953,115.012,199960,4
544,Mountain at My Gates,Foals,53L6A3I9vf7rgEZnMzx54E,alternative dance,2015-08-28,3,0.495,0.931,2,-5.336,0,0.0469,0.0025,0.0783,0.246,0.617,104.05,244293,4
545,Brand New Day,Kari Kimmel,0cKrkqLifG3y6S7yiNvmnf,candy pop,2011-09-27,20,0.699,0.932,6,-3.954,1,0.0411,0.0717,0.0,0.045,0.949,130.035,155769,4
546,If I Could Do It Again,Corey Smith,3TmGo9R7Y2PbrGrsrNYVkG,contemporary country,2003-01-01,30,0.78,0.583,11,-11.017,1,0.0612,0.19,4.41e-05,0.0811,0.506,110.001,260240,4
547,I Gotta Feeling,Black Eyed Peas,70cTMpcgWMcR18t9MRJFjB,dance pop,2009-01-01,0,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,289133,4
548,Smile,Florida Georgia Line,0bPiq3JmsZErLIkhVqajp9,contemporary country,2014-10-14,47,0.558,0.875,9,-2.931,0,0.0323,0.00505,0.0,0.0419,0.963,130.002,169867,4
549,666!,Getter,40SfMmB5d1xaB4ZWTe06nh,brostep,2016-03-07,30,0.758,0.98,9,-1.871,1,0.0904,0.00732,0.151,0.667,0.276,123.957,224516,4
550,Blue Orchid,The White Stripes,1XWOrz0Da7a0m9T7COlVY3,alternative rock,2005-06-07,0,0.482,0.664,10,-8.384,0,0.33,0.0979,5.48e-06,0.256,0.644,151.302,157560,4
551,Unforgettable,Nat King Cole,648TTtYB0bH0P8Hfy0FmkL,adult standards,1954-01-01,67,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,191973,3
552,Rabid Animal,Lake Street Dive,6FxKh5EdB8S22V4i3BORsr,boston rock,2014-02-18,0,0.824,0.653,9,-5.716,1,0.04,0.599,0.0266,0.114,0.938,124.942,133787,4
553,You And Me,Penny & The Quarters,3ue9zcwNcoYvFqKVjG0C6r,traditional soul,2011-03-04,29,0.562,0.178,0,-7.811,1,0.0343,0.945,6.66e-06,0.121,0.25,109.589,160813,4
554,Dig That,Key Glock,1ynuXrHCHLSjD0wQnpjuNm,hip hop,2017-06-16,47,0.86,0.459,2,-7.131,1,0.446,0.243,0.0,0.0839,0.347,140.057,152533,4
555,Take Away (feat. Ginuwine),Missy Elliott,53cVCGWe27PNZfb0KNUnjt,dance pop,2001-05-14,44,0.835,0.432,1,-9.311,0,0.06,0.428,4.57e-06,0.0508,0.661,125.852,299067,4
556,Spring - Instrumental,Thomas Newman,35wnRv31zcuMwBKpNkUrHa,soundtrack,1995-01-10,34,0.187,0.132,7,-22.038,0,0.0403,0.686,0.974,0.115,0.272,81.561,57293,4
557,Like A Star,Corinne Bailey Rae,7aFQa52bLiHwb3BXPbmKdZ,british soul,2006,37,0.615,0.229,2,-10.588,0,0.0343,0.719,0.000158,0.14,0.162,123.062,240192,4
558,"Finale ""Wicked"" - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,6enQuVMqtc9XBHBvJbMBYK,broadway,2003-01-01,34,0.251,0.198,7,-10.587,1,0.0358,0.962,0.0524,0.246,0.0725,128.231,101693,3
559,War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,2rd9ETlulTbz6BYZcdvIE1,album rock,1970-09-18,64,0.332,0.623,9,-12.363,1,0.08,0.222,0.000895,0.278,0.413,183.097,474360,4
560,When It Hurts So Bad,Ms. Lauryn Hill,66b0iFfTko0Np7tTYCTE8g,conscious hip hop,1998-08-25,0,0.669,0.519,11,-9.932,0,0.278,0.0714,2.05e-05,0.108,0.825,159.877,342200,4
561,All Things All At Once,Tired Pony,24yaR0hkVl7p56DA8m4fWf,northern irish indie,2013-01-01,0,0.496,0.631,3,-8.682,0,0.0277,0.416,0.0972,0.154,0.519,150.991,220960,4
562,Kingdom Hall (offthesky Recomposition),Pleq,1F9StN39CJzGOOuyOf93YT,ambient idm,2016-01-29,0,0.0871,0.413,2,-15.132,1,0.0419,0.863,0.862,0.224,0.0349,85.416,300000,3
563,Little Girls,Oingo Boingo,5LGOyqfLK30bXT5Qe7l5GP,dance rock,1981-01-01,0,0.62,0.815,6,-11.252,1,0.0469,0.0306,0.15,0.0628,0.744,172.141,223515,4
564,Hanging Up My Jersey,PnB Rock,3vSrDgfNhlQRwKXJpl1DYo,melodic rap,2017-01-13,42,0.68,0.601,7,-8.584,1,0.362,0.0779,0.0,0.296,0.53,120.189,210827,4
565,Heart Won't Forget,Matoma,2of2DM5LqTh7ohmmVXUKsH,dance pop,2016-12-09,39,0.673,0.67,9,-7.562,0,0.0336,0.0216,2.53e-05,0.158,0.505,114.997,206870,4
566,I Do Love You,Billy Stewart,13dhF0XUbH2P0ijs5ubaCE,chicago soul,1990,37,0.442,0.303,7,-14.266,1,0.0325,0.77,3.92e-05,0.113,0.479,172.141,182360,4
567,Find You,Nick Jonas,6Ll3qUTssdGWMxbwhMud2N,dance pop,2017-09-14,0,0.632,0.73,6,-4.075,0,0.0338,0.00113,0.0,0.0826,0.311,125.993,197893,4
568,Open the Door,FKJ,11VLGF4XnGUiNOlSrZLQRJ,filter house,2014-07-21,0,0.703,0.651,4,-6.846,0,0.0448,0.0883,0.6,0.221,0.231,107.011,312073,4
569,Swim,Jack's Mannequin,08hh1QNXTUJ6cD9zEZ798r,emo,2008-09-29,42,0.311,0.901,3,-5.995,1,0.115,0.0235,3.41e-05,0.0759,0.289,199.941,256173,3
570,"The Other Side of Me - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,0Q2y7Amx3vHz5Jqa7TFEYE,dance pop,2006-01-01,40,0.629,0.889,6,-3.644,0,0.0692,0.0591,0.0,0.473,0.683,114.058,185893,4
571,In Principio,Ludovico Einaudi,1u9fuyMbnR6LTYOzJYUPM7,bow pop,2009-01-01,30,0.326,0.0277,11,-26.251,0,0.0478,0.968,0.916,0.105,0.0317,65.821,171573,4
572,Best 2 Shine,Future,2ri2O2FUXsg3tijkhADsMv,atl hip hop,2012-01-17,25,0.73,0.788,11,-5.281,1,0.185,0.0187,0.0,0.407,0.606,141.995,244467,4
573,Bass Down Low,DEV,2hV7ux2OO5yRKCHd6G8CZQ,dance pop,2011-01-01,35,0.797,0.674,0,-6.001,1,0.0589,0.0883,0.0,0.0498,0.8,113.045,210773,4
574,Hustle Hard,Ace Hood,4MX83dksy97o852Be7ScL7,dirty south rap,2011-01-01,39,0.789,0.749,1,-3.87,1,0.0597,0.00128,6.9e-05,0.526,0.0843,140.07,198173,4
575,Try Me (feat. Jennifer Lopez and Matoma),Jason Derulo,4tg1G3X26wDTmQbipgxhp5,dance pop,2015-05-29,58,0.579,0.68,8,-5.634,1,0.076,0.0157,0.0,0.0699,0.211,100.033,200240,4
576,Sailor Mars,Azizi Gibson,5dugSzXbPRxEQMnFEPosDo,dark trap,2016-11-03,0,0.36,0.773,5,-5.243,0,0.301,0.0646,0.00609,0.792,0.39,187.738,163424,5
577,God Bless the Child,"Blood, Sweat & Tears",3Cw7yH7jJT8CAuu6fl3qKN,album rock,1968-12,0,0.428,0.281,0,-16.008,1,0.0415,0.623,0.00227,0.386,0.464,106.415,352600,4
578,I'm Still in Love with You (feat. Sasha),Sean Paul,3MhdH8PxqH1FuQp3HBptUI,dance pop,2002-11-12,69,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,273360,4
579,Have a Cigar,Pink Floyd,3CmHvyZQQAGkKkTjTBFWN6,album rock,1975-09-12,64,0.454,0.65,4,-10.191,0,0.0437,0.407,0.0488,0.589,0.72,120.155,307733,4
580,"Hey, Good Lookin'",Hank Williams,7bwNRxQtGZdp8B50qc46WA,folk,2008,0,0.577,0.433,7,-10.111,1,0.0644,0.846,0.0,0.843,0.707,142.468,191307,4
581,Buy Back the Block (feat. 2 Chainz & Gucci Mane),Rick Ross,1Ebp8tgreavAhAt76zxBST,dirty south rap,2016-11-18,40,0.749,0.62,9,-7.253,1,0.166,0.0461,0.0,0.0489,0.404,140.054,281225,4
582,Fascination (Re-Recorded / Remastered),Company B,015ljpgRzoOEwCEST5CGbb,freestyle,2009-04-01,29,0.757,0.786,10,-8.589,0,0.038,0.0054,0.268,0.112,0.961,122.977,283150,4
583,L.G. FUAD,Motion City Soundtrack,0CpkArAqKissPCVAzgy3YZ,emo,2005-06-07,0,0.587,0.619,1,-4.615,1,0.032,0.0392,0.0,0.0867,0.627,139.963,186893,4
584,You’re Too Cool,The Zolas,6kicwCzuH6pI7PkgaK1SMI,canadian indie,2009,32,0.562,0.64,7,-5.804,1,0.0263,0.0141,7.7e-06,0.21,0.417,106.218,329667,3
585,Clan In Da Front (feat. RZA & GZA),Wu-Tang Clan,4LaiF2h7gsybmURceGYLqh,east coast hip hop,1993-11-09,57,0.704,0.616,8,-12.519,0,0.302,0.222,0.00018,0.13,0.596,96.036,273320,4
586,Haste Make,Mandolin Orange,11ePAaWWR1xCqmewYqhLag,deep new americana,2011-11-08,0,0.547,0.365,4,-11.188,1,0.0278,0.815,0.0254,0.0992,0.563,146.069,210693,4
587,Great I Am,"Phillips, Craig & Dean",2e6Tbu1hiYjUR7kgMIZpkO,ccm,2012-03-13,49,0.407,0.75,2,-7.278,1,0.0343,0.00245,4.27e-05,0.086,0.26,160.124,269787,4
588,Taxi Cab,Vampire Weekend,1bkfNYTlzatI8loSL0TXlg,baroque pop,2010-01-11,0,0.694,0.364,2,-15.761,1,0.0668,0.295,0.493,0.0796,0.69,167.941,235733,4
589,Never Say Never - Extended Mix,Basement Jaxx,6N8GRBzGcppbhTBBeZuHq6,alternative dance,2014-08-25,0,0.753,0.789,8,-7.469,0,0.0274,0.00779,0.111,0.325,0.65,126.008,263053,4
590,I. Flight Of The Navigator,Childish Gambino,07bmMNNyYHtLCQ2bnvBKnf,atl hip hop,2013-01-01,0,0.297,0.66,6,-10.531,0,0.0444,0.061,0.137,0.12,0.155,80.267,344143,4
591,I Could Be The One [Avicii vs Nicky Romero] - Noonie Bao Acoustic Mix,Avicii,1QDnmfye4v7yZ7RBPFjzXT,dance pop,2013-01-01,0,0.346,0.316,9,-10.266,1,0.0375,0.931,6.53e-05,0.0935,0.204,202.991,231427,4
592,Wandering Soul,HIRIE,0GFx1o6CfdQFtsDelzguua,jawaiian,2016-08-26,28,0.639,0.639,1,-7.91,1,0.0403,0.103,0.00177,0.108,0.573,133.95,309093,4
593,I Walk the Line,Johnny Cash,7hxZF4jETnE5Q75rKQnMjE,arkansas country,1970-11-11,67,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533,4
594,Runaway,Tayla Parx,49QrJBMxYZA5nAgqbqBpca,alternative r&b,2017-07-07,0,0.565,0.515,7,-9.757,1,0.0453,0.124,1.16e-06,0.0979,0.0772,151.525,240000,4
595,Roses,Seether,3epnnCou2bzobIAqpebaZM,alternative metal,2011-01-01,28,0.407,0.944,0,-6.213,1,0.0724,0.000181,0.00116,0.18,0.468,174.008,257786,4
596,Champion,Falling In Reverse,63x0C2ADUc5bppenvcdrnG,metalcore,2013-06-18,44,0.438,0.984,8,-2.949,1,0.29,0.00346,0.0,0.0489,0.157,193.939,242800,4
597,Submarines,The Lumineers,29NiN8jsK3UFQ1PdDnVwwU,folk-pop,2012-01-01,0,0.67,0.523,7,-9.837,1,0.0462,0.914,0.152,0.319,0.635,190.148,161253,3
598,I Want It All,Colony House,0yLbdeni9HurhZJOyvmD13,indie poptimism,2017-01-13,29,0.542,0.924,5,-4.851,0,0.0655,0.0209,6.51e-05,0.0611,0.647,139.018,150387,4
599,Bring the Rain,Finish Ticket,5rRGqo572rEZHeyhdNhbol,bay area indie,2014-05-16,27,0.253,0.692,6,-6.881,0,0.063,0.0369,0.00116,0.107,0.193,183.926,368373,3
600,Be (Intro),Common,11aFVmFy8903RwDx4ohQiq,alternative hip hop,2005-01-01,56,0.619,0.755,7,-8.439,0,0.0918,0.225,0.0,0.468,0.191,93.703,144200,4
601,BABY BABY,WINNER,5LnFGGk0RS1FNc8bfWyaHS,k-pop,2016-02-01,0,0.536,0.53,0,-6.179,1,0.0403,0.049,0.0,0.337,0.309,179.914,246253,3
602,Le Disko,Shiny Toy Guns,4jjtFbO4dYu4JO0CIph6Ak,alternative dance,2006-01-01,49,0.762,0.697,7,-3.657,1,0.0463,0.0688,7.52e-05,0.269,0.705,123.033,203307,4
603,Hood Politics,Kendrick Lamar,2UOYzhusMTypF7oAQwksCj,conscious hip hop,2015-03-16,59,0.731,0.661,6,-6.562,0,0.376,0.145,0.0,0.12,0.369,87.912,292520,4
604,Wretches and Kings,Linkin Park,5U4RjLvUsjYaKu1dKWzSsP,alternative metal,2010-09-10,46,0.595,0.961,4,-4.342,0,0.153,0.00931,1.2e-06,0.803,0.588,90.011,250587,4
605,All Alone,Gorillaz,76Ug1q4l6rGwJ2ubV5wh3X,alternative hip hop,2005-05-23,58,0.585,0.809,7,-7.837,1,0.125,0.00144,0.35,0.272,0.456,148.151,213333,4
606,Christmas (Baby Please Come Home),U2,3HBvs6g8WgT8KT1gZzGSX1,irish rock,1987-01-01,0,0.297,0.812,8,-9.284,1,0.0544,0.0278,0.00147,0.435,0.524,140.188,139893,4
607,Brown Sugar,D'Angelo,6tHD5yGlkyh9JunGOiwdVp,alternative r&b,1995-07-03,0,0.715,0.492,9,-8.936,1,0.177,0.527,0.0153,0.102,0.541,83.04,262893,4
608,All I Want For Christmas (Is My Two Front Teeth) - Remastered 1999,Alvin & The Chipmunks,3fvqIFVlba9nyaFeeUwzf8,children's music,2008-01-01,0,0.802,0.291,0,-12.094,1,0.0589,0.651,0.0,0.133,0.85,136.76,102707,4
609,Get What You Came For,Kav Verhouzer,2NO5LJ5iP8m1Eu2c81Nmam,deep tropical house,2016-08-12,0,0.686,0.823,0,-5.03,1,0.0305,0.118,6.06e-06,0.204,0.486,124.03,194805,4
610,Roll (feat. Sean Kingston),Flo Rida,02cO8JBZT4Rx5BJ1qbe2uh,dance pop,2008-03-17,43,0.77,0.611,10,-7.465,0,0.209,0.128,0.0,0.0898,0.563,85.004,239107,4
611,No Sugar Tonight / New Mother Nature,The Guess Who,3beYmUcaXJZiSZMPbsMI7p,album rock,1970-01-01,58,0.512,0.833,1,-8.697,0,0.0448,0.557,2.98e-05,0.31,0.519,101.188,293800,4
612,Burden,Amos Lee,0lHg4iCLd9yWMZfBtn9Rw6,acoustic pop,2013-01-01,0,0.648,0.47,10,-6.791,1,0.0264,0.598,0.0,0.0873,0.573,132.045,202624,4
613,sobeautiful,Musiq Soulchild,2PN3gbuBn5WBEwrEJH3xiu,dance pop,2008-11-24,58,0.689,0.562,7,-7.048,0,0.0637,0.0656,0.0,0.0885,0.21,133.987,291133,4
614,"Best Year - From ""Jessie""",Debby Ryan,7CYo6JJb4MYxfH2OWvoW0r,post-teen pop,2014-01-01,28,0.69,0.893,2,-5.064,1,0.0577,0.00121,0.00185,0.055,0.907,137.032,193787,4
615,Commas,Lil Wayne,4TOC84gDnkvb31yonq4o5u,hip hop,2015-07-08,20,0.797,0.536,11,-8.44,0,0.212,0.0356,1.76e-05,0.103,0.192,139.927,115253,4
616,3AM (Pull Up) (feat. MØ),Charli XCX,4R2u9nFjSycaZsEYAe5Kc0,art pop,2017-03-10,42,0.402,0.747,7,-4.313,1,0.104,0.0481,3.37e-05,0.14,0.624,187.709,239579,3
617,El Disgusto,Ramon Ayala,0vA1gLV8JuwnCVgBNsSWFs,corrido,2006-06-16,53,0.713,0.425,8,-7.58,1,0.0396,0.865,0.201,0.093,0.749,102.467,244347,4
618,"Belle - From ""Beauty and the Beast""/Soundtrack Version",Richard White,0Q4a3PdGEME9w8Jgqa0Gf3,movie tunes,1991-01-01,59,0.551,0.384,0,-13.554,1,0.106,0.825,0.0,0.145,0.417,129.283,309133,4
619,Super Far,LANY,74ODGXs4byLTRdnKGM4s6E,la pop,2017-06-30,1,0.754,0.458,8,-6.852,1,0.144,0.105,0.0,0.249,0.495,96.011,203650,4
620,Nat's Christmas Wishes - Remastered,Nat King Cole,1hzdb3DMVj3jpmSCCqpbpr,adult standards,2009-01-01,0,0.667,0.273,6,-16.115,1,0.948,0.736,0.0,0.627,0.625,143.555,16320,4
621,All My Life,MC Magic,2B4oDTNdmVGVplWTFoSwbx,chicano rap,2006-05-09,54,0.796,0.477,9,-6.929,1,0.192,0.557,0.0,0.105,0.82,76.026,223240,4
622,Tonight (Best You Ever Had),John Legend,3RcL8zEhumtAeyuluvhQef,neo soul,2012,0,0.696,0.82,10,-4.389,1,0.0663,0.0394,0.0,0.209,0.507,89.961,240480,4
623,TL7 - Original Mix,deadmau5,5wNR8zgSqMwJUtMEbyhd61,canadian electronic,2006-11-06,15,0.801,0.723,4,-10.639,0,0.0668,0.000455,0.935,0.0946,0.11,129.014,267907,4
624,Streets of Bakersfield,Dwight Yoakam,5B7f2auRhwkl5OjC2bQ58f,bakersfield sound,1988,55,0.74,0.703,9,-11.87,1,0.0576,0.0399,5.69e-06,0.0378,0.816,106.878,168213,4
625,Antichrist,The 1975,5wmBV7RrEDrEamTvCnuLxX,modern alternative rock,2013,45,0.424,0.492,9,-8.505,0,0.0343,9.17e-05,0.745,0.0989,0.0971,119.99,283970,4
626,HEAVEN,Troye Sivan,5VrgqxF4HM4NgCboCTbMnL,australian pop,2015-12-04,48,0.518,0.725,8,-7.492,1,0.129,0.0751,2.39e-05,0.09,0.328,144.032,261114,4
627,Would You Still Be There,Of Mice & Men,0m5PQFyWWwclSA0T813jnU,melodic metalcore,2014-01-24,59,0.514,0.917,10,-3.612,1,0.0506,5.86e-05,7.04e-05,0.309,0.48,96.026,192507,4
628,The Giver,Duke Dumont,7r3Yg7Jl8tIfCryEaaYf41,destroy techno,2014-01-01,36,0.787,0.876,7,-5.789,1,0.122,0.000342,5.98e-05,0.137,0.324,123.968,389740,4
629,Piensas en Mí - Remix,Nicky Jam,0qcg0aGe1DdkKTyNRYH3lA,latin,2014-09-09,8,0.793,0.757,9,-4.878,0,0.259,0.0745,0.0,0.165,0.926,176.067,286752,4
630,Days In The Sun,Adam Mitchell,2ppkGKabWsSgNV4fvOldQb,disney,2017-03-10,56,0.299,0.269,10,-9.719,1,0.0296,0.938,2.36e-06,0.162,0.161,93.558,160349,4
631,El Próximo,Javier Rosas Y Su Artillería Pesada,3G0bq74wlS1N5KLS2kEWzm,corrido,2015-12-11,47,0.712,0.517,0,-3.681,1,0.0349,0.623,0.0,0.0951,0.784,135.086,222813,3
632,All You Need Is Love (Glee Cast Version),Glee Cast,2eLro3dGwTBDMeRFI1d3bI,glee club,2010,0,0.62,0.616,7,-4.649,1,0.0262,0.354,0.0,0.266,0.722,105.011,196507,4
633,Día Tras Día,Andrés Cepeda,2eG4q2h6qY7Y4vNJAZJ77r,colombian pop,2009-10-27,0,0.472,0.829,4,-4.064,0,0.0842,0.0364,0.0,0.261,0.648,171.982,245720,4
634,Abracadabra,Jessie J,27KogaC9YkMH8zNYb0RWbB,dance pop,2010-12-01,5,0.822,0.813,0,-4.426,1,0.0435,0.0422,0.0,0.0342,0.761,104.031,230640,4
635,Three Cheers For Five Years,Mayday Parade,4FQl3UEK1onBjFceVJUvnU,neon pop punk,2006-11-07,42,0.486,0.896,11,-4.144,1,0.0471,0.00058,0.0,0.101,0.482,139.921,339960,4
636,Cool Down The Pace,Gregory Isaacs,4Yu7Opg3NC2n763yUU2Njh,dub,1982-01-01,0,0.865,0.253,10,-16.122,1,0.234,0.0748,0.0404,0.0699,0.954,76.351,315000,4
637,Back Seat,Atlas Genius,49UwFcebWrJ2caLjPS6UEj,indie poptimism,2013-02-18,40,0.783,0.682,10,-5.948,1,0.0379,0.033,0.0152,0.111,0.939,130.011,183027,4
638,I'm Down,JB and The Moonshine Band,0wfCtVdwtqd0sXTFFadGGB,country rap,2011-08-22,11,0.684,0.814,11,-5.937,0,0.0533,0.123,0.0,0.458,0.744,82.991,187000,4
639,Stable Song,Death Cab for Cutie,09EaqsIYqlmbcYMMvQ7nun,alternative rock,2005-08-29,38,0.487,0.22,7,-11.67,1,0.0324,0.741,4.9e-06,0.115,0.0965,84.028,220493,3
640,Lights On,Shawn Mendes,7Cr4m8A7BKoA8fNG5nPbz0,canadian pop,2017-03-03,0,0.69,0.584,9,-6.336,1,0.0725,0.456,0.0,0.126,0.533,91.157,201453,4
641,Send Me the Pillow You Dream On,Dean Martin,2WaSH7SRWoFUOSBzurhVws,adult standards,2013-11-19,28,0.441,0.391,10,-10.129,1,0.031,0.669,1.38e-05,0.347,0.698,104.254,151013,4
